Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption,Temperature,Humidity,Wind Speed
36698.7,25054.1,20131.1,14.79,50.92,0.082
34184.1,21985.4,16597.5,25.84,66.12,0.314
33722.5,24131.8,25905,21.01,74.5,0.073
33426.9,22435.9,16230.6,21.02,72.8,0.07
39118.1,26074.3,24514.6,27.98,40.98,4.903
33192.4,27372.8,10251.1,14.07,40.69,0.076
24540.8,16738,16476.1,11.45,77.7,0.074
23300.4,14517.3,11956.4,15.99,68.13,0.086
28185.6,22118.4,9438.66,16.42,64.55,0.08
36695.4,30495.9,17071.8,18.96,73.1,0.072
25293.6,15287.9,15105.4,14.87,70.7,0.067
38946.8,22730.1,24115.2,19.12,56.92,0.083
25707.3,16858.4,16481.9,8.78,85.5,0.082
33011.7,20316.4,17597.7,22.73,84.9,0.277
45965.6,27624.9,27736.6,21.37,61.24,4.916
33317.5,21622.5,13414.5,21.52,60.85,0.284
46994.2,28636.5,25880.9,24.78,89.2,4.919
23120,18688,9183.61,15.23,77.6,4.912
33488.7,19997.9,11024,18.84,76.7,0.079
24401.5,20277.4,11086.7,10.74,68.4,0.079
45914.7,27494,27630.3,20.81,86,0.068
45299.4,27061.3,26118.2,19.26,84.9,0.071
31906.4,22716.5,22485.7,25.09,47.22,4.919
34775.4,29287.2,21426.5,20.51,71.9,0.072
24404,13212.2,12712.7,13.83,89.6,0.07
33250.3,21424.1,22520.1,27.65,51.33,4.919
23162.6,14462.2,10660.6,11.16,74.2,0.083
49391.5,32552.1,39062.1,25.3,67.91,0.067
20641.8,15391.2,9571.19,8.05,91.6,0.084
39786,24227,25219.9,19.12,86.7,0.069
32354.4,19630.4,16967.7,15.73,65.09,4.917
28525.1,19053,20289.4,24.06,82.2,4.92
37127.8,22000.4,14508.8,31.12,28.48,4.918
39370.6,22045.3,20345.3,22.09,60.72,4.923
43831.9,27184.2,25792.8,13.91,64.66,0.087
43009.3,27089.8,32238.3,22.78,62.74,4.919
22351.3,17950.3,10493.2,8.43,82.1,0.081
34981.9,22865.9,14192.4,25.14,92.1,4.916
33880.1,23086.1,17384.9,25.11,33.43,4.924
43876.7,26530,25634.3,19.14,85.6,0.068
32433.4,18277.2,16082.9,7.71,80.6,0.089
35209.1,21775.5,13025.7,24.05,54.32,0.081
23895.6,11866.8,15569.5,13.53,89.6,0.07
36296.1,21750.3,19269.8,19.21,58.11,0.076
43196.8,27729.1,30752.1,35.22,24.15,4.923
30845.9,19133.1,18411,16.32,89.1,4.919
22108,19091.7,10141.7,12.38,52.74,0.078
32377.5,17046.8,19118.5,20.62,64.5,0.073
39212.3,33169.8,17083.4,17.78,63.89,4.918
36340.1,22273.6,19714,22.36,51.95,0.078
47313.8,28777.7,26363.1,18.62,74.5,4.923
43339.7,26859.6,24763.4,16.83,37.33,0.09
39920.9,33352.6,15886.7,15.22,53.97,0.086
20764.1,13061.4,10350.6,6.442,65.74,0.088
37475.3,32200.1,16341.9,10.52,68.1,0.086
32547.5,25211.4,8948.86,11.75,83.2,0.086
25048.9,13864.8,15936,14.78,83.9,0.069
35446.6,22583.5,27004.5,28.26,63.7,4.908
40225.1,34273.1,16042.3,14.04,63.13,0.092
30326.2,24709.1,13116.1,20.79,63.21,0.071
40614.1,28435.1,27566.1,26.08,67.99,0.064
30094.2,18331.9,17332,15.73,59.33,0.076
44069.7,24397.1,18488,24.53,52.22,4.917
33720.8,21648.6,25308.6,21.83,81.9,4.916
24794.7,13861.1,16546.9,15.27,87.2,0.067
35822.3,22748.8,20543.2,16.33,68.79,0.074
35307.6,21545.1,16484.5,17.43,71.1,0.073
37427.3,22909.8,16597.5,25.54,72.7,0.262
34885,19713.9,14867.7,24.58,59.99,4.918
23131.1,14535,15209.6,8.43,86.5,0.088
33295.2,20078.6,18507.6,16.22,73.4,0.074
23307,14452.4,12577.5,18.17,65.41,4.924
36057.3,21023.7,17709.5,21.35,62.85,0.271
23946.5,14288.5,15099.6,23.16,41.86,0.078
24565.8,13505.6,11277.8,20.4,81.8,0.067
31968,17491.5,16519.4,15.08,47.36,4.92
37078,21804.3,21448.4,20.48,64.91,0.079
25827.3,15247.7,16196.6,22.36,89.5,4.919
40016.2,24342.2,26414.5,17.03,69.94,0.075
40834.7,23235.4,24480,17.35,86.5,0.072
39099.3,24399.2,23701.7,20.28,89.4,0.067
38560,29882.2,16493.5,19.23,52.71,2.461
22954.2,12530.5,13842.6,10.17,88.2,0.083
35885.3,22082.7,14832.4,26.01,42.21,0.279
35527.2,20298.6,18624,16.93,81.2,0.07
33156.9,27334.7,14434.7,10.07,73,4.918
37686.1,23284.1,21836.2,27.27,63.59,4.925
46933.8,28077.8,21057.2,21.4,82,4.925
31133.4,21676,22034.9,26.51,83.5,4.907
30184.6,25326.4,13717.6,20.63,41.79,0.083
31399.9,18739.3,17344.1,24.72,46.68,0.073
29644.6,19105.2,19361.9,12.99,69.52,0.082
33993.4,21094.7,17145.9,20.77,75.1,4.923
25799.2,14336.4,14072.1,20.92,78.7,0.066
25920,17073.9,8421.16,18.12,86.2,4.914
35626.4,16790.2,19240.7,16.37,80,0.069
41272.5,28781,27770.8,26.13,89.8,4.908
35689,25412.7,24805.4,23.25,62.03,4.905
41711.2,24496,24933,13.94,70.1,0.085
43114.2,23762.2,25472.9,12.92,80.6,0.082
35315.4,22027.2,17501.5,25.84,53.57,4.92
22408.5,15098.7,14375.9,24.04,82.8,4.916
21274.5,16738.9,9767.11,9.2,85.8,0.08
30036.9,23943,17418.8,19.49,68.78,0.07
33254.8,20608.5,16281.3,21.96,50.97,0.085
32320,23742.1,17395.7,22.12,53.1,0.075
21176.7,13248.3,10598.9,17.18,78.8,3.789
23312.5,17298.6,7496.76,15.53,67.25,0.072
33836.9,20004.9,16403.2,12.86,79.9,0.085
21098.1,16875.1,8603.12,11.87,65.32,0.082
23267.7,17233.9,10519.5,14.9,86.8,0.074
21013,13136.8,11689.1,17.35,70.2,0.081
39183.8,23668.1,24294.9,16.15,56.04,4.918
38184.4,23069.9,24174.6,9.42,45.24,0.085
31714.1,25494.9,9824.73,13.05,62.97,0.089
36097.7,22851,13294.1,29.09,29.58,4.922
28416.4,18277.5,19007.4,23.86,82.3,4.918
36471.8,21808.5,21710.3,11.82,63.95,0.075
22010.8,11335.2,11997.1,13.74,89.8,0.066
25610.6,16067.1,16665.4,20.47,69.44,4.911
31977.3,24261,26422.6,26.35,77.7,4.907
34541.6,20436.6,15416.1,14.27,66.32,0.076
21679.3,12875.4,13968.7,10.63,46.58,0.084
33341.7,21729.1,24492.1,29.96,43.1,4.927
26121.7,15834,11928.5,18.44,88.2,0.279
34165.8,21794.6,18615.1,23.26,64.15,0.069
22849.3,14807.9,11366.4,19.96,85.6,0.069
34688.1,21293.6,21627.5,8.51,88.8,0.073
26684.6,15601.2,12843.8,20.83,67.92,0.268
33363.4,18586.6,18164.4,18.97,73.2,0.08
22246.8,13174.5,14206.1,6.25,66.68,0.086
30603.1,24850.4,18002.9,19.76,69.55,0.073
31281.3,20794.9,23106.3,22.27,67.87,4.905
45386.8,25237.3,19439.3,24.13,48.58,4.917
33065.1,18240.7,16892.1,17.82,49.5,0.085
34446.7,21076.2,17594.8,20.91,73.4,4.92
30097.8,22588.4,22600.6,27.87,65.86,4.904
29963.1,24270.2,16366.3,21.15,61.94,0.072
37397.5,24605.5,19153.7,14.32,49.35,0.081
30886.2,25382.2,17245.3,22,58.31,0.071
27261.5,15208.3,18178,20.99,86.4,4.914
24887.8,13943.5,12537.9,22.43,46.99,4.931
43346.4,25480.9,24666.7,13.22,52.17,0.08
36221.7,20789.8,18932.4,20.45,61.17,0.091
35671.9,22147.1,21744.6,15.18,83.3,0.079
36583.3,22748.9,22039.5,12.65,71.6,0.085
29371.9,23834.3,9329.17,14.86,59.15,0.088
45261.6,23590.6,29381.8,13.6,86.2,0.074
35076.5,22103.3,17361,11.46,60.73,0.085
32819.7,20524.4,14841.3,13.2,52.42,0.082
31683.7,25631.2,9404.08,15.33,81.6,0.081
21298.5,17494.2,8535.9,11.22,63.82,0.085
30820.7,17933.1,17524.9,26.36,38.4,0.079
35426.5,21551.4,13391,24.16,59.32,4.92
41963.9,25473.2,20245.3,21.9,68.12,0.29
28213.8,16664,13326.3,24.03,51.35,0.301
31464.6,26286,13827.5,12.28,54.15,0.084
23095.1,11919.5,11340,12.51,59.91,4.922
35491.3,23157,25407.9,29.59,59.43,4.921
32059.9,20787.8,15381.3,22.86,47.9,4.916
44472.6,27303.8,34861.3,24.61,83.3,4.923
34732.2,22063.3,29926.7,28.01,72.6,4.915
19250.4,11472.4,11706.6,16.83,66.57,0.079
24888.2,18996,7663.87,8.61,86.6,0.086
40089.9,27085.5,26819.8,27.56,39.19,4.909
35131.1,21724,16516.6,17.97,42.17,0.087
25117.7,16718.9,18297.2,21.71,48.72,4.902
23536,14231.4,11950.5,14.11,89.7,0.07
43190.4,27600,32969.4,30.47,32.24,4.923
47783.1,30854.4,40555,28.43,43.12,4.926
26029.4,16479,17123.9,13.07,67.18,0.086
24804.8,15841.5,10579.4,11.24,87.4,0.088
21550.8,17338,7674.22,19.81,70.3,0.069
40027.5,23905.2,24782.8,18.74,79.3,4.915
30050.2,20984.8,18918.8,25.1,62.77,4.919
31148.1,20221.7,17921.3,21.72,52.91,0.07
36808.1,23456.5,22577.3,10.46,80.8,0.087
25094.4,16401.7,11928.5,17.58,93.3,0.094
25776.5,14867.1,19286.4,25.54,89.5,4.916
34795.6,21622,20183.3,16.14,77.1,0.079
40508.4,23894.2,25399.5,15.25,72.3,0.069
35859.1,21863.4,16699.4,18.28,49.1,0.074
22816.8,14334,12288,16.97,69.44,0.082
34560,15851.7,22475.6,15.66,85.4,0.067
43617.8,30489.9,33499.6,36.37,24.64,4.906
42847.1,24322.4,18569.7,20.97,66.89,4.917
23426,15629.3,10753.5,9.89,89,0.093
23910.1,14458.5,11549,8.63,87.5,0.089
22584.6,16386,10895.4,18.83,79.1,0.066
34649.2,21102.3,12943.8,27.35,37.48,4.925
22006.2,16099.6,11057.3,11.84,86.1,4.922
49684,33129.1,40253.7,26.54,54.48,4.907
22203.1,15883.9,12589.9,12.84,85.2,0.072
35176.9,21577.7,17105.1,26.16,50.84,4.923
23370.9,13719.5,14510.3,10.97,84.3,0.082
28470.5,17613.4,17615.8,10.58,90.6,0.078
21926.2,17564.9,10600.5,16.3,85.2,0.072
23586.3,18082.8,10643,14.91,59.18,0.082
42679.1,24168.3,25200,14.78,51.64,4.92
36229.4,22554.3,14732.4,29.31,38.78,0.269
37947.1,28754.4,37301.4,25.47,80.2,4.916
21709.4,13546.5,13578.8,12.76,49.82,0.083
35139.1,23130.7,16889.4,21.89,70.6,4.922
38059.3,32859.2,16439.9,13.47,49.77,0.079
32166.2,24125.2,10236.1,14.42,57.92,4.927
30455.5,17094.5,14370.9,12.22,76.7,0.087
49218.3,33227.8,39042.7,25.65,71.5,4.906
19628.1,12040.9,10657.2,18.05,65.44,0.077
41808.8,24222.5,25060.3,13.85,72.1,0.072
23399.6,13868.4,12328.7,14.99,85.8,0.066
34157,18557.2,19525.8,13.99,89.9,0.068
27585.8,15877.2,16510.1,10.25,84.2,0.072
36519.3,17230.1,18833.5,16.43,81.3,0.071
37573.8,23471.1,14714.8,27.14,35.55,0.27
35423,23420.9,25152.6,23.55,65.91,4.907
38183.8,20829.1,18550.2,22.98,69.48,0.069
47126.1,28669.3,20157.1,21.68,64.43,0.088
24010.2,13152.6,12232,15,58.04,0.082
39733.2,26673.4,34547.9,26.54,48.29,4.924
23717.3,14199.4,14634.5,15.11,57.91,0.083
37121.4,21680.5,22825.2,13.74,61.05,0.081
44865.3,26241.6,23641.9,23.49,69.32,4.92
29070.8,21614.9,9559.52,20.76,70.5,0.071
36400.2,24901.2,12144.4,19.23,89.3,0.083
38760.1,26420.3,24490.5,26.18,41.61,4.928
25163.4,12936.8,13611.3,17.07,70.2,4.922
38475.5,23814.2,20836.3,21.02,66.07,4.92
29819,23000.6,17054.2,16.76,65.02,0.08
30619,25553.9,9404.08,16.27,59.11,0.083
40427,24776.5,24415.9,19.29,74.7,4.922
42547.1,24189.7,25286.1,13.74,47.4,0.083
21034.9,13951.4,14214.9,12.96,84.6,0.077
35463.1,22209.1,17465.2,15.08,77.8,0.083
38022.3,22729.4,22981.7,18.5,82.1,4.923
39622.8,33746.5,15661.9,12.21,86,0.078
41699.6,26214.1,30430.5,22.99,78.2,4.919
36012.7,22453.2,13026.2,22.82,85.5,4.915
36072.5,21771.8,13037.3,25.3,49.76,0.079
22737.8,13909.6,10762.1,18.94,90.7,4.916
24651.5,14961,16189.8,18.37,64.89,0.08
29461.7,22078,12313.7,21.42,67.65,4.918
30351.3,17191.7,20801,25.64,66.28,4.922
27954.4,18131.7,13680,13.14,83.7,0.078
25938.4,16382.9,11647.7,13.53,86.3,0.08
22794.9,12731.7,10318.1,10.47,63.07,0.085
38383.7,22931.7,18040.6,16.58,68.06,0.073
24503.3,13116.9,16942.5,13.48,84.5,0.086
34861.5,27721.5,19176.9,18.14,68.01,0.072
26086.8,16421.1,16003.2,18.73,88,0.069
29896.9,17143.9,16287.1,15.74,49.2,4.916
32280.5,20220.7,14446.5,12.58,89.3,0.081
30892.3,26077.7,10907,23.01,52.13,0.078
29499.3,19021.6,13002.8,23.7,59.91,0.082
30303.7,17266.5,16432.8,21.22,80.3,0.267
22196.9,17479.3,10056.9,15.16,82.3,0.082
22039.6,11952.6,10031.5,21.13,74.8,4.92
27047.9,21393.1,8464.83,9.13,86.5,0.087
42366.6,23059.8,27098.7,12.66,81.7,0.07
35775.2,21235.3,16412.5,16.01,63.68,0.074
27200.7,14968.8,14938.3,28.52,40.65,4.953
35353.2,22473.1,17431.6,21.14,75.9,4.918
31916.1,20474.3,15187,21.19,77.8,4.929
34381.6,22442,12690.8,21.92,93,4.914
44401.6,24039.9,26389.7,20,65.28,0.082
33564.9,23088.6,29794.1,24.43,52.69,4.912
40957.2,25495.6,23316.5,23.19,67.56,0.288
31427.7,26308.3,17233.7,21.04,69.11,0.074
35227.3,21035.3,19233,21.78,65.35,0.07
25396.1,16317.3,12346.2,16.32,66.74,0.081
33618.3,28867.8,14359.7,13.4,59.65,0.076
24830.4,13625.4,11014,20.4,74.9,4.918
36733.6,22261.5,17508.7,26.65,79.5,4.921
30190.8,24709.1,13630.8,15.19,68.98,0.081
31716.8,19185.4,19329.7,10.47,89.6,0.075
30375.5,20681,24757.2,22.98,76.7,4.908
24999.9,16465.1,11881.8,17.79,93.3,0.103
41395.4,25097.9,24144.6,14.59,35.73,0.078
35781.2,22168.4,21885.7,19.5,87.5,4.919
30698.8,20851.6,13526.3,23.19,71.5,4.925
35378.5,29912,14845.3,18.51,62.55,4.919
44185.4,26685.7,26171.1,20.91,84.8,0.07
33791.2,20001.6,18338.9,22.2,48.39,0.087
26249.2,17456.4,16413.3,25.61,92,4.91
20937.7,13043.2,11115.2,11.64,50.55,0.086
37057.7,22370.9,12673.2,23.67,59.59,4.927
24135.9,15163.4,10631.6,19.51,90.1,0.317
34887.7,22824.9,13340.8,24.44,53.42,0.089
38215.6,23748,31677,24.36,73.4,4.916
37519.7,25834.2,31270.3,32.05,40.62,0.067
30758.3,20768.4,26185.1,24.39,55.29,4.917
32596.2,25598,9496.28,13.53,65.01,0.083
27815.5,17426,16190.6,24.11,92.6,4.921
32188.2,22215.8,20367.6,23.93,55.42,4.922
38904.9,33551.4,16411,13.94,62.72,0.082
21421.5,16743,7922.89,13.67,87.4,0.083
40217.7,28632.7,26181.8,33.21,17.14,4.904
29816.5,18889.5,18140.7,24.32,90,4.918
44213.1,25570.5,19733.4,21.44,74.1,4.919
27619.8,22236.3,11490,13.97,79.2,0.083
23405.5,18515.4,10738,13.27,86.9,4.915
23717.3,14633.4,14657.6,13.48,72,0.075
41275.9,23385.4,24480,14.96,61.35,0.083
31101.5,23463.2,17031.3,20.25,75,0.072
25509.4,14297.6,14905.2,12.96,71.2,0.074
36457.3,21435,19432.7,21.51,42.68,0.086
35968.1,22704,13620.4,23.56,69.96,4.957
22892.9,12793.9,14098.1,9.74,62.12,0.085
44945.8,25862.4,21533.8,21.05,44.15,4.919
29099.8,17924.1,22407.4,23.23,77.9,4.911
26443.1,21068.2,8443.37,10.13,69.4,4.916
30724.1,19767.1,14585.8,16.15,40.03,0.088
25051.1,15713.1,12017.3,13.32,47.41,0.087
29163.1,21339.7,17690.6,21.05,62.34,0.073
38217.5,33109.5,16359.2,15.21,63.72,0.083
40841.3,23444.9,21893.9,24.41,60.37,0.072
22265.1,13119.8,13777.7,13.9,62.62,0.081
27181.7,15631.8,17978.2,16.7,65.3,0.079
29975.4,25505,14596.6,16.24,85,0.085
31686.4,17955.1,15005.5,20.64,49.62,0.082
33452.1,20548.6,16306.4,24.78,59.51,4.924
39331.3,27573.4,24877.7,27.29,67.93,4.908
23598,14026.1,12328.7,13.25,88.1,4.923
34843.6,19859.8,14216.2,22.41,59.03,4.925
45059.1,28706.6,19521,18.5,91.1,0.076
29909.1,17323.2,16484.5,15.65,47.83,4.917
19631.9,14415.5,8637.7,12.92,70.4,0.083
29800.4,17274,15385.5,26.02,43.51,4.93
38916.9,32995,20310.4,16.8,77.9,0.075
20440.7,12714.9,10553.2,10.05,51.89,0.085
39111.8,32479.9,15581.3,15.07,67.29,0.087
37293.8,22651.6,20659.2,21.88,78.2,0.067
27335.7,17872.3,18442.4,5.921,75.7,0.081
23350,10246.4,12480,14.3,90.3,0.068
23946.9,14286.6,14458.1,9.39,83.4,0.085
32299.7,20093.6,15608.7,10.44,78.6,0.091
38255.6,21847,18027.2,21.03,78,4.915
37653.7,25219,25100.6,26.67,71.1,4.923
21623.9,12668.4,15960.5,22.46,79.6,4.908
30745.4,14602.1,14450.2,21.86,75.6,0.068
37312.8,24024.9,28569.6,21.16,70.7,4.921
23137.2,13914.9,14556.1,10.11,74.8,0.083
35869.7,22767.6,19359.5,25.99,39.03,0.071
20962.7,11429.3,10451.6,14.34,86.6,4.913
30294.9,17299.7,16353.8,18.16,54.01,0.083
28873,22394.6,10326.1,17.61,58.98,0.083
28628,17015.8,13196.8,17.62,82.2,4.919
21899.2,10987,12253.1,14.25,90.4,0.068
30734.6,27070.9,9196.64,16.2,54.92,0.083
41104.6,30246.8,37271.3,25.7,51.36,4.913
24142.3,17468.6,9607.84,19.49,66.72,4.915
39742.8,23795.7,21617.3,17.18,47.91,0.088
27785.3,16891.2,13353.3,9.24,67.27,0.084
34118.8,21161,17036.1,16.8,67.82,0.076
41505.1,23415,20857.2,19.98,66.76,0.195
30967.9,20311.6,9594.16,20.68,86.6,0.221
32249.4,22781.2,11271.1,7.76,92.7,0.087
50041.2,34074.7,46266.8,27.51,62.39,4.904
31314.5,17253.1,11129,19.01,85,0.076
25743.5,14930.3,11724.3,17.96,90.2,4.914
34713.1,22963.3,25444,31.71,40.66,4.926
33089.6,19904,16215.9,12.95,58.86,0.085
32570.8,19951.4,20035.5,11.23,90.9,0.079
27660.6,20689.8,15863.3,24.42,60.71,4.923
35197.2,19171.3,15420.8,22.82,48.49,4.922
28883.1,18148.3,17659.2,21.97,87.4,4.921
35126.6,21533.1,17985.4,22.67,53.65,0.071
22566.1,13327.7,15498.8,11.54,73.9,4.915
40101.3,24113.1,24855.9,16.75,52.57,4.917
38310.7,27110.1,31589.6,30.91,58.72,4.906
31844.1,17686.3,16840.5,16.87,49.02,4.916
34073.8,28223.6,17453.5,15.84,87.8,0.069
32823.9,21134.4,18437.8,22.43,42.04,0.073
40307.2,27594.9,26121.6,28.94,43.11,0.07
46842.5,29158.5,19486,20.49,88.3,0.075
23739.3,14879,12583.4,18.09,64.48,4.919
33623.8,20283.9,18722.9,17.95,78.5,0.075
26977.7,16854.9,11520,21.97,90,0.287
20678.3,16967.2,9772.87,6.244,83.6,0.084
47462.7,29215.4,22334,23.12,62.09,0.272
31267.7,26862.4,14608.2,20.64,41.99,0.079
29863.9,19159.1,17868.8,17.3,85.1,4.917
42304.1,22476.2,27275.6,17.04,69.77,0.085
35725.9,22574.7,13200.7,25.09,61.72,4.926
41718.7,26139.3,24073.8,28.4,29.15,4.92
20824.6,16051.2,9027.47,18.13,73.2,0.077
37878.7,21005,18851.4,23.07,69.32,0.069
24792.5,16145.1,10956.8,9.9,89.4,0.067
22863.1,12463.2,13644.5,10.09,88.5,0.1
38841.8,23890.2,21663.2,24.22,79.9,0.312
28946.5,19747.6,8125.19,19.76,82.7,4.912
23446.2,18952.1,12173.5,15.02,89.2,0.07
35274.4,22211.4,23503.9,30.77,26.95,4.919
25075.5,17350.2,9477.45,18.09,93.2,0.068
35214.7,22131.3,17670.6,21.69,72.1,4.92
23672.4,12867.6,14237.1,16.67,79.9,0.069
35044.8,23931.6,24112.5,35.3,32.72,0.068
38648.8,26126.6,32378.9,34.32,25.85,4.923
18910.4,11160.4,10208.3,16.51,62.73,0.077
37622.2,24709.6,25098.4,29.58,44.65,4.92
45028.9,27621.9,26405.8,13.02,65.88,0.083
29631.9,17637.8,8572.89,19.53,58.53,0.098
36613.7,21220.7,16950.4,17.09,73.2,0.072
38898.9,33256.8,16497.5,13.22,56.48,0.084
30861.5,23924.4,11340.7,17.4,43.68,4.92
24229.8,12791.5,14240.8,15.07,63.66,0.08
35857.8,26074.3,23672,28.83,33.54,4.904
33341.7,23058.2,30818.4,24.44,58.25,4.903
22806.2,17951.7,10774,19.34,67.21,0.073
23272.9,12662.2,14283.9,9.86,90.7,0.081
41736.1,29324.1,31300.4,34.93,26.95,4.929
35857,22483.2,19282.7,25,54.74,0.073
40251.8,21768.6,27392,15.42,83.2,0.077
23665,12589,15271,16.39,77,0.081
33224.2,19993.9,15991,13.94,73.9,0.075
27685,16282.3,13496.9,20.38,75.6,4.919
44070.1,25631.7,25414.8,16.09,55.47,0.078
29232.3,18576.3,21693,22.17,83.5,4.917
32945.2,20406.2,18219.3,23.91,66.78,0.068
27817.6,23139.2,16463.8,16.52,58.33,0.081
21922,13335,14070.4,8.54,81.2,0.082
39297.1,25272.2,26651.3,27.81,72.3,4.927
32413.7,28536.4,14077.3,13.3,54.54,0.076
24094,12809,16093.1,12.64,82.6,0.085
31122.9,18635.3,17239.2,24.63,47.38,0.073
32304.4,18018.7,13838.1,23.93,43.35,4.921
32261.6,26168.8,9409.84,12.45,58.91,0.081
44397,27705.8,26596.6,12.18,57.03,0.087
39815,26659.8,26043.4,29.32,42.95,0.073
34247.4,22636.7,25064.4,30.29,44.6,4.917
27124.2,16447,11949.5,18.5,89.9,4.916
24939.6,14590.2,15387.1,11.42,90.6,0.08
27599,15735.4,16594.8,12.62,88.3,0.073
30111.9,18714.9,14553.4,13.39,76,4.913
33175.1,17751.2,21721.9,11.22,87.1,0.073
42112.4,30224.1,32137.9,35.66,22.31,4.908
27327.8,22129.5,11639.9,9.4,85.8,0.084
34852.5,20084.4,15915.3,25.38,57.1,0.078
24082.6,12996.7,11106.5,16.76,65.77,0.079
43826.4,24806.2,25809.2,18.38,70.4,0.071
24614.2,13783.6,14900.7,9.98,90.3,0.076
36792.1,24320.2,18501.8,21.95,41.84,0.086
25061.7,13995.8,12423.9,20.4,80.2,0.074
22174.9,18602,6534.45,16.04,71.6,0.074
23164,12783.3,16128,15.26,71.9,0.076
44339.7,26454.9,25560,20.62,58.39,4.912
39072.2,29744.8,17367.5,17.69,80.7,4.922
23436.8,13597.1,11613.1,14.14,89.6,0.09
35808.8,21117.3,17656.5,26.04,59.75,0.262
23647.1,19025.5,6672.75,16.06,70.4,0.07
42960.8,29377.2,32879,34.48,36.68,4.908
41858.5,22636.6,28634.6,21.6,78,4.917
36500.3,22333.1,21783.8,13.74,67.99,0.084
44516,26966.3,26637.8,20.75,87.2,0.065
46105.5,27490.2,23475.4,23.55,82.6,0.273
23540.3,13831,14999.2,9.21,90.9,0.08
33980.3,21446.8,16174.3,16.06,58.21,0.083
46578.6,27294.6,22612.7,24.97,56.28,4.928
23082.7,13386,14605.5,12.41,77.5,4.916
40294.5,27672.2,27854.1,27.55,68.67,4.906
27417.3,14459.9,13708.7,16.85,64.86,4.923
33113.6,20241.6,15403.1,26.39,58.32,0.266
37090.3,22834.9,20990,23.57,69.95,0.07
25469.9,15778.3,14674,14.66,74.2,0.08
36766,22675.6,17599.4,16.75,66.32,0.076
26283.2,15111,12967.4,21.72,87.2,4.915
39944.6,33508.3,17349.4,19.1,66.54,0.078
43413.6,25783.6,26206.6,13.63,50.7,4.922
40601.3,31609.3,27518,27.02,73.8,4.904
38466.1,27408.7,26398.5,27.05,81.1,4.907
38248.9,22904,23792.1,26.42,31.65,0.081
27907.7,22061.2,13162.4,16.2,77.6,0.068
43283.7,23238.7,28002.9,18.17,74,0.072
36681.8,22715.2,14985.4,29.24,33.91,0.271
25370.8,14381.8,15178.6,9.91,88.9,0.073
24216.3,15152.7,14535.4,23.74,83,4.919
38670.6,24109,18212.9,25.51,87.4,4.922
30861.5,25597.9,14081.9,16.93,79.6,0.08
37160.5,23409.1,22161,10.01,67.04,0.088
39198.6,23819.1,18974.5,22.44,63.32,0.276
24888.2,20855.5,10919.6,16.26,75,0.071
37548.1,24365.5,24310.2,18.96,58.21,0.078
25544.1,16091.5,9954.97,21.15,93.5,4.913
21292.8,16735.2,9069.87,16.27,68.32,0.07
39760.5,24829.5,24404.7,21.42,66.94,0.08
35166,23829.1,31300.4,25.76,50.92,4.923
43037.3,34515.2,30854.6,32.48,35.12,4.909
31667.3,19792.5,23973.4,21.85,81.2,4.914
31246.7,20260.3,12326,21.02,64.25,0.279
24277.8,14923.2,10579.4,13.77,80.9,0.085
33949.7,21338,16441.1,25.08,61.86,0.073
23660,13410.2,15313.5,16.16,82.2,0.069
47221.8,29806.3,38042.5,24.93,82.1,4.909
14612.7,16486.3,13052.5,9.97,85.9,0.081
20684.7,12237.1,10750.1,6.829,81.1,0.088
26567.3,22228.9,11397.8,9.06,80.2,0.084
36853.9,23695,13399.1,22.99,68,0.099
28379,18908.2,14570.8,10.63,61.27,4.921
23137.6,14779.3,12591,15.18,64.15,0.082
28689.2,24136.4,14683.4,20.83,62.15,4.915
29351.8,17450.1,17710.5,25.93,37.07,4.923
33187.7,20871.8,17227.5,21.68,63.82,4.922
41793.5,27816.5,28107.1,33.84,33.48,4.907
23610.6,17880.3,8482.11,14.51,78.2,0.069
31827.7,23359.1,11849.6,20.5,73.1,0.071
48618,33034.8,38761.1,25.33,86.3,4.919
37015.3,21585.3,19095.3,15.91,86.2,0.069
44681,28527.4,18552.2,23.13,60.09,4.917
32955.9,20845,21727.2,13.24,78.9,0.078
29033.8,22853.3,14307.5,12.65,88,4.92
36970.1,21999.2,17370.3,27.96,70.9,4.926
29464.9,18269.9,15709.1,20.71,70.3,4.914
38807.6,33499.8,15443,12.66,55.57,0.078
24738.9,14180,16017.5,11.36,75.1,0.081
33660.8,20257.8,15527.7,16.4,59.42,0.076
38738.5,32734.7,16788.4,13.98,44.94,0.082
40908.1,23466.5,20391.7,22.56,71.7,4.923
28787.8,24600.2,10124.4,15.9,73,0.072
32132.4,20529.7,16244.5,25.42,73.6,0.299
27236,13535.6,15891.7,21.23,60.14,0.083
38004.5,24383.5,26408,27.35,71,4.919
35165,21461.8,13440,26.51,43.88,4.92
27104.8,15901.2,11776.8,20.04,87.5,0.071
31032.6,21155.7,20533.6,24.09,77.2,4.909
32315.5,17428.1,22824.7,15.06,79.5,0.082
21998.3,13445.1,11142.6,12.81,87.3,4.91
36261.2,21177.1,16521,20.02,83.4,4.922
41474.6,28997.5,31463.1,33.95,30.88,4.907
47679.3,28444.5,21763.3,22.73,53.68,0.271
45570.3,27617.5,23710.7,24.04,80.2,0.327
28972.2,20039.2,17816.2,24.36,63.67,4.924
