DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-05-19 14:45:00,V94E5Ben1TlhnDV,731.727,716.407,6298.73,1.41212e+09
2020-06-06 07:15:00,oZZkBaNadn6DNKz,175.987,172.327,131.2,1.70822e+09
2020-06-03 19:30:00,9kRcWv60rDACzjR,0,0,4339,2.24785e+09
2020-06-02 13:30:00,Et9kgGMDl729KT4,0,0,3266,1.80217e+06
2020-05-15 05:30:00,q49J1IKaHRwDQnt,0,0,287.667,339923
2020-06-10 09:15:00,Quc1TzYxW2pYoWX,452.173,443.827,741.8,3.29619e+08
2020-05-31 15:00:00,xoJJ8DcxJEcupym,598.96,586.933,5866.2,2.09239e+08
2020-06-03 00:30:00,Quc1TzYxW2pYoWX,0,0,4962,3.29593e+08
2020-06-10 18:45:00,PeE6FRyGXUgsRhN,0,0,4003,1.34851e+09
2020-06-11 16:30:00,IQ2d7wF4YD8zU1Q,187.273,183.553,3747.07,2.01533e+07
2020-05-23 03:45:00,oZZkBaNadn6DNKz,0,0,0,1.70813e+09
2020-06-05 18:15:00,LlT2YUhhzqhg5Sw,39.6467,38.3333,3043.73,2.8273e+08
2020-06-14 02:00:00,LlT2YUhhzqhg5Sw,0,0,2911,2.82766e+08
2020-06-01 02:15:00,xoJJ8DcxJEcupym,0,0,0,2.0924e+08
2020-06-05 12:15:00,4UPUqMRk7TRMgml,1376.53,1342.33,4457.53,2.58186e+06
2020-06-10 17:00:00,mqwcsP2rE7J0TFp,106.54,103.707,2608.93,5.93778e+08
2020-06-10 03:30:00,rrq4fwE8jgrTyWY,0,0,3378,1.21095e+08
2020-06-03 12:30:00,xMbIugepa2P7lBB,745.957,730.329,3039.14,1.06805e+08
2020-05-29 20:45:00,xMbIugepa2P7lBB,0,0,8095,1.06776e+08
2020-05-19 09:30:00,LYwnQax7tkwH5Cb,323.1,317.567,1089.07,1.79498e+09
2020-05-19 00:30:00,vOuJvMaM2sgwLmb,0,0,0,2.23704e+06
2020-05-18 01:30:00,LYwnQax7tkwH5Cb,0,0,0,1.79498e+09
2020-06-15 13:15:00,9kRcWv60rDACzjR,181.936,178.114,4243.14,2.2479e+09
2020-06-10 11:00:00,WcxssY2VbP4hApt,271.58,264.787,2161.07,1.57622e+08
2020-05-24 18:00:00,Mx2yZCDsyf6DPfv,78.38,76.0333,4939.8,2.53097e+06
2020-06-08 13:45:00,IQ2d7wF4YD8zU1Q,1274.56,1242.98,6064.79,2.01326e+07
2020-06-10 14:45:00,rrq4fwE8jgrTyWY,226.82,222.38,1684.4,1.21096e+08
2020-06-02 17:30:00,vOuJvMaM2sgwLmb,342.84,336.967,3640,2.34111e+06
2020-05-31 15:45:00,9kRcWv60rDACzjR,284.914,279.693,6113.71,2.24784e+09
2020-06-06 11:30:00,vOuJvMaM2sgwLmb,1172.21,1143.52,3663.5,2.36019e+06
2020-05-29 13:45:00,Qf4GUc1pJu5T6c6,790.95,774.236,5569.43,8.38533e+08
2020-06-02 03:00:00,9kRcWv60rDACzjR,0,0,0,2.24784e+09
2020-06-10 20:00:00,IQ2d7wF4YD8zU1Q,0,0,5627,2.01496e+07
2020-05-17 11:30:00,mqwcsP2rE7J0TFp,686.693,672.56,3117,5.936e+08
2020-06-11 04:45:00,LYwnQax7tkwH5Cb,0,0,2407,1.79508e+09
2020-06-16 23:45:00,q49J1IKaHRwDQnt,0,0,5276,516601
2020-05-30 07:30:00,rrq4fwE8jgrTyWY,149.133,145.6,114.8,1.21047e+08
2020-05-20 05:45:00,V94E5Ben1TlhnDV,0,0,0,1.41212e+09
2020-06-16 22:00:00,81aHJ1q11NBPMrL,0,0,5501,1.21548e+09
2020-05-19 14:00:00,Et9kgGMDl729KT4,902.979,883.35,1586.21,1.7234e+06
2020-06-06 23:00:00,Et9kgGMDl729KT4,0,0,2296,1.81623e+06
2020-06-13 16:30:00,vOuJvMaM2sgwLmb,415.387,407.167,5883.53,2.40361e+06
2020-06-04 21:00:00,vOuJvMaM2sgwLmb,0,0,6885,2.35311e+06
2020-06-07 07:30:00,IQ2d7wF4YD8zU1Q,210.04,205.927,125.733,2.01188e+07
2020-06-15 20:15:00,WcxssY2VbP4hApt,0,0,6367,1.81902e+08
2020-05-18 01:15:00,NgDl19wMapZy17u,0,0,0,1.11537e+08
2020-06-08 12:30:00,Qf4GUc1pJu5T6c6,1175.19,1146.42,4642.8,8.38603e+08
2020-05-21 02:00:00,WcxssY2VbP4hApt,0,0,0,1.81744e+08
2020-06-09 05:30:00,rrq4fwE8jgrTyWY,0,0,0,1.21091e+08
2020-06-13 13:15:00,81aHJ1q11NBPMrL,934.88,913.233,3858.13,1.21546e+09
2020-06-02 17:30:00,oZ35aAeoifZaQzV,355.264,349.214,6985.79,1.66011e+09
2020-05-26 05:15:00,V94E5Ben1TlhnDV,0,0,0,1.41217e+09
2020-05-17 06:00:00,LYwnQax7tkwH5Cb,3.89333,3.75333,0,1.79497e+09
2020-06-11 21:30:00,LYwnQax7tkwH5Cb,0,0,3718,1.79508e+09
2020-06-16 21:45:00,LYwnQax7tkwH5Cb,0,0,5208,1.79511e+09
2020-06-12 19:15:00,Mx2yZCDsyf6DPfv,0,0,4576,2.66424e+06
2020-06-01 22:15:00,4UPUqMRk7TRMgml,0,0,4338,2.5569e+06
2020-06-01 02:15:00,Mx2yZCDsyf6DPfv,0,0,0,2.58558e+06
2020-06-15 02:00:00,Et9kgGMDl729KT4,0,0,2048,1.84334e+06
2020-05-31 22:00:00,LYwnQax7tkwH5Cb,0,0,6234,1.79505e+09
2020-05-27 00:15:00,Quc1TzYxW2pYoWX,0,0,7269,3.29559e+08
2020-05-30 04:15:00,LYwnQax7tkwH5Cb,0,0,0,1.79503e+09
2020-06-01 14:45:00,4UPUqMRk7TRMgml,57.4533,55.6067,4118.6,2.55668e+06
2020-05-30 20:30:00,LYwnQax7tkwH5Cb,0,0,7771,1.79504e+09
2020-05-16 10:45:00,mqwcsP2rE7J0TFp,1172.07,1142.99,2910.33,5.93592e+08
2020-06-02 04:45:00,LlT2YUhhzqhg5Sw,0,0,0,2.82716e+08
2020-05-24 11:15:00,xoJJ8DcxJEcupym,1221.22,1190.68,3387.67,2.0919e+08
2020-06-10 01:30:00,oZZkBaNadn6DNKz,0,0,0,1.70825e+09
2020-06-06 16:00:00,WcxssY2VbP4hApt,717.853,702.753,7535.07,1.81859e+08
2020-06-08 14:15:00,9kRcWv60rDACzjR,0,0,1909,2.24787e+09
2020-05-30 23:45:00,LlT2YUhhzqhg5Sw,0,0,7952,2.82706e+08
2020-06-16 06:00:00,mqwcsP2rE7J0TFp,7.67143,7.4,0.142857,5.93805e+08
2020-05-24 16:15:00,4UPUqMRk7TRMgml,591.707,579.827,4072.53,2.49704e+06
2020-06-11 06:45:00,Et9kgGMDl729KT4,29.94,28.92,11.0667,1.82833e+06
2020-06-08 10:45:00,q49J1IKaHRwDQnt,0,0,1383,472634
2020-06-10 13:15:00,Mx2yZCDsyf6DPfv,716.213,700.547,4130.2,2.65428e+06
2020-06-14 15:15:00,IQ2d7wF4YD8zU1Q,294.927,289.66,6256.53,2.01679e+07
2020-06-14 04:30:00,Et9kgGMDl729KT4,0,0,5929,1.84129e+06
2020-05-21 06:15:00,oZ35aAeoifZaQzV,47.08,45.5533,8.46667,1.66001e+09
2020-06-05 20:15:00,PeE6FRyGXUgsRhN,0,0,7333,1.34849e+09
2020-05-17 11:15:00,9kRcWv60rDACzjR,902.753,883.12,2879.47,2.24774e+09
2020-06-08 01:45:00,Qf4GUc1pJu5T6c6,0,0,7718,8.38598e+08
2020-05-18 04:45:00,oZZkBaNadn6DNKz,0,0,0,1.7081e+09
2020-06-12 09:45:00,NgDl19wMapZy17u,435.733,427.653,875.6,1.11716e+08
2020-05-17 20:00:00,oZ35aAeoifZaQzV,0,0,5550,1.65999e+09
2020-06-09 14:00:00,IQ2d7wF4YD8zU1Q,822.28,804.753,5990.07,2.01418e+07
2020-05-25 22:30:00,oZ35aAeoifZaQzV,0,0,9186,1.66005e+09
2020-05-25 07:00:00,WcxssY2VbP4hApt,207.487,203.413,111.267,1.81775e+08
2020-05-29 04:15:00,WcxssY2VbP4hApt,0,0,0,1.81807e+08
2020-06-03 20:15:00,81aHJ1q11NBPMrL,0,0,4685,1.2154e+09
2020-05-18 02:15:00,q49J1IKaHRwDQnt,0,0,5727,358279
2020-05-28 14:15:00,Quc1TzYxW2pYoWX,911.507,891.673,2966.87,3.29569e+08
2020-06-10 10:45:00,V94E5Ben1TlhnDV,996.34,972.92,2279.53,1.41226e+09
2020-06-10 20:30:00,xoJJ8DcxJEcupym,0,0,3971,2.09297e+08
2020-06-13 20:00:00,IQ2d7wF4YD8zU1Q,0,0,3023,2.01614e+07
2020-06-10 10:30:00,V94E5Ben1TlhnDV,1037.63,1013.84,2018.87,1.41226e+09
2020-06-09 01:00:00,4UPUqMRk7TRMgml,0,0,9210,2.61059e+06
2020-06-13 09:15:00,IQ2d7wF4YD8zU1Q,356.087,349.807,879.133,2.01592e+07
2020-06-06 12:30:00,oZZkBaNadn6DNKz,0,0,909,1.70822e+09
2020-06-15 20:00:00,vOuJvMaM2sgwLmb,0,0,6274,2.41784e+06
2020-05-20 22:00:00,4UPUqMRk7TRMgml,0,0,9423,2.46426e+06
2020-05-30 21:30:00,vOuJvMaM2sgwLmb,0,0,6591,2.32669e+06
2020-05-20 10:00:00,9kRcWv60rDACzjR,996.929,974.671,1922.07,2.24776e+09
2020-05-26 10:15:00,WcxssY2VbP4hApt,1055.84,1031.29,2211.86,1.68802e+08
2020-06-17 04:45:00,Qf4GUc1pJu5T6c6,0,0,0,8.38642e+08
2020-06-01 10:15:00,mqwcsP2rE7J0TFp,1217.43,1187.2,1865.33,5.93715e+08
2020-06-11 14:30:00,Mx2yZCDsyf6DPfv,357.26,351.113,3092.8,2.65881e+06
2020-06-15 00:00:00,9kRcWv60rDACzjR,0,0,2486,2.2479e+09
2020-06-13 05:30:00,q49J1IKaHRwDQnt,0,0,0,491396
2020-06-17 19:45:00,LYwnQax7tkwH5Cb,0,0,3968,1.79512e+09
2020-06-01 01:45:00,LYwnQax7tkwH5Cb,0,0,0,1.79505e+09
2020-05-20 14:45:00,Mx2yZCDsyf6DPfv,1031.46,1008.37,7638.6,2.49578e+06
2020-05-17 08:45:00,rrq4fwE8jgrTyWY,605.127,592.9,709.333,1.20978e+08
2020-05-19 17:15:00,LlT2YUhhzqhg5Sw,6.37333,6.16,6552.67,2.82628e+08
2020-06-01 06:30:00,NgDl19wMapZy17u,69.1667,67.0067,15.3333,1.11645e+08
2020-05-17 16:00:00,4UPUqMRk7TRMgml,424.833,417.227,5662.73,2.44455e+06
2020-06-07 15:45:00,LlT2YUhhzqhg5Sw,624,611.26,7080.8,2.82742e+08
2020-06-01 14:15:00,WcxssY2VbP4hApt,71.0733,68.8667,4050.93,1.81834e+08
2020-05-28 11:45:00,Qf4GUc1pJu5T6c6,0,0,2376,8.38526e+08
2020-06-13 04:15:00,xMbIugepa2P7lBB,0,0,4716,1.0687e+08
2020-05-25 10:15:00,Et9kgGMDl729KT4,59.98,58.6733,1311.4,1.74844e+06
2020-06-05 21:30:00,oZ35aAeoifZaQzV,0,0,7708,1.66013e+09
2020-05-21 09:15:00,4UPUqMRk7TRMgml,855.587,837.227,1303.8,2.46557e+06
2020-06-08 09:15:00,Qf4GUc1pJu5T6c6,707.046,691.992,1175.69,8.38599e+08
2020-06-17 13:30:00,rrq4fwE8jgrTyWY,626.507,613.786,2573.14,1.2113e+08
2020-06-09 00:30:00,4UPUqMRk7TRMgml,0,0,9210,2.61059e+06
2020-05-15 06:30:00,PeE6FRyGXUgsRhN,56.1143,54.3214,14.7143,1.34835e+09
2020-06-13 16:30:00,81aHJ1q11NBPMrL,423.267,414.88,6163.2,1.21546e+09
2020-06-11 12:30:00,V94E5Ben1TlhnDV,502.8,493.207,2013.73,1.41227e+09
2020-06-07 00:00:00,mqwcsP2rE7J0TFp,0,0,1114.13,5.93751e+08
2020-06-04 08:30:00,IQ2d7wF4YD8zU1Q,519.54,509.287,614.2,2.00962e+07
2020-06-03 03:30:00,LYwnQax7tkwH5Cb,0,0,0,1.79506e+09
2020-06-15 12:45:00,q49J1IKaHRwDQnt,557.943,546.986,3866.71,509132
2020-06-04 00:15:00,Mx2yZCDsyf6DPfv,0,0,0,2.60209e+06
2020-06-01 14:45:00,oZ35aAeoifZaQzV,58.4067,56.5,4138.47,1.6601e+09
2020-05-28 21:30:00,Mx2yZCDsyf6DPfv,0,0,3727,2.5625e+06
2020-05-18 08:00:00,LlT2YUhhzqhg5Sw,174.247,170.453,43.9333,2.82616e+08
2020-06-02 13:30:00,NgDl19wMapZy17u,1241.09,1210.64,4312.8,1.11653e+08
2020-06-07 22:00:00,oZ35aAeoifZaQzV,0,0,7860,1.66014e+09
2020-06-15 05:00:00,LYwnQax7tkwH5Cb,0,0,7310,1.7951e+09
2020-05-23 10:15:00,Quc1TzYxW2pYoWX,0,0,1322,3.29541e+08
2020-05-25 00:00:00,LYwnQax7tkwH5Cb,0,0,2827.8,1.79501e+09
2020-06-01 08:45:00,Et9kgGMDl729KT4,716.52,701.647,530.6,1.7954e+06
2020-06-08 08:15:00,oZ35aAeoifZaQzV,492.553,482.893,616.4,1.66014e+09
2020-05-30 21:45:00,4UPUqMRk7TRMgml,0,0,8185,2.54587e+06
2020-05-25 03:15:00,Et9kgGMDl729KT4,0,0,0,1.74713e+06
2020-05-19 08:15:00,Et9kgGMDl729KT4,456.233,447.573,518,1.72233e+06
2020-05-27 15:30:00,rrq4fwE8jgrTyWY,755.54,739.687,4689.73,1.21035e+08
2020-06-14 11:15:00,vOuJvMaM2sgwLmb,1043.83,1018.81,2789.33,2.40689e+06
2020-06-04 14:15:00,rrq4fwE8jgrTyWY,621.587,609,5282.47,1.21078e+08
2020-05-26 08:15:00,PeE6FRyGXUgsRhN,596.593,584.579,569.286,1.34842e+09
2020-05-16 15:45:00,LlT2YUhhzqhg5Sw,445.06,436.98,7204.8,2.82609e+08
2020-05-18 04:00:00,Qf4GUc1pJu5T6c6,0,0,0,8.38443e+08
2020-05-21 07:00:00,rrq4fwE8jgrTyWY,171.187,167.773,83.7333,1.20997e+08
2020-06-11 13:30:00,V94E5Ben1TlhnDV,544.013,533.247,2538.33,1.41227e+09
2020-06-04 22:45:00,4UPUqMRk7TRMgml,0,0,6990,2.5774e+06
2020-06-04 14:45:00,rrq4fwE8jgrTyWY,547.313,536.547,5565.2,1.21078e+08
2020-06-12 20:15:00,4UPUqMRk7TRMgml,0,0,4548,2.63279e+06
2020-06-12 18:45:00,oZZkBaNadn6DNKz,2.14,2.05333,4728,1.70827e+09
2020-06-10 15:30:00,vOuJvMaM2sgwLmb,241.02,236.507,4973.93,2.38852e+06
2020-05-31 23:15:00,NgDl19wMapZy17u,0,0,6486,1.11645e+08
2020-05-28 12:45:00,xoJJ8DcxJEcupym,1263.19,1231.61,5020.21,2.09219e+08
2020-06-01 21:45:00,PeE6FRyGXUgsRhN,0,0,4156,1.34846e+09
2020-05-22 07:15:00,WcxssY2VbP4hApt,293.84,288.507,170.467,1.81754e+08
2020-05-18 16:00:00,Qf4GUc1pJu5T6c6,647.74,634.547,7207.07,8.3845e+08
2020-05-19 11:30:00,V94E5Ben1TlhnDV,1288.91,1256.85,2731,1.41211e+09
2020-05-15 16:00:00,mqwcsP2rE7J0TFp,667.027,653.347,8878.53,5.93589e+08
2020-05-24 03:00:00,q49J1IKaHRwDQnt,0,0,3254,386758
2020-05-23 04:15:00,Qf4GUc1pJu5T6c6,0,0,0,8.38481e+08
2020-06-11 17:45:00,Qf4GUc1pJu5T6c6,81.6714,79.2857,3849.29,8.38625e+08
2020-06-04 05:00:00,vOuJvMaM2sgwLmb,0,0,0,2.34622e+06
2020-05-26 03:15:00,Et9kgGMDl729KT4,0,0,0,1.75408e+06
2020-05-30 21:45:00,PeE6FRyGXUgsRhN,0,0,4061,1.34845e+09
2020-06-14 04:45:00,81aHJ1q11NBPMrL,0,0,0,1.21546e+09
2020-06-09 15:30:00,vOuJvMaM2sgwLmb,619.52,606.773,6780.13,2.38246e+06
2020-05-31 11:15:00,vOuJvMaM2sgwLmb,1000.69,977.593,2454.73,2.32914e+06
2020-05-17 07:30:00,Mx2yZCDsyf6DPfv,191.24,187.333,90.2,2.46734e+06
2020-06-07 03:30:00,Quc1TzYxW2pYoWX,0,0,3413,3.29609e+08
2020-06-13 08:30:00,oZZkBaNadn6DNKz,381.367,374.313,549.667,1.70827e+09
2020-06-05 12:00:00,oZ35aAeoifZaQzV,1272.94,1241.7,4081.93,1.66012e+09
2020-05-21 21:00:00,Quc1TzYxW2pYoWX,0,0,4896,3.29536e+08
2020-05-18 06:00:00,rrq4fwE8jgrTyWY,0,0,0,1.20982e+08
2020-05-19 01:30:00,LlT2YUhhzqhg5Sw,0,0,0,2.82621e+08
2020-05-27 06:15:00,vOuJvMaM2sgwLmb,42.7214,41.3071,7.85714,2.29656e+06
2020-06-11 08:30:00,mqwcsP2rE7J0TFp,232.067,227.553,238.867,5.93779e+08
2020-06-06 17:45:00,oZ35aAeoifZaQzV,174.033,170.32,8300.07,1.66013e+09
2020-06-11 17:45:00,Et9kgGMDl729KT4,70.4933,68.2733,3266.53,1.83159e+06
2020-05-22 08:30:00,Qf4GUc1pJu5T6c6,738.793,723.38,813.667,8.38472e+08
2020-05-25 15:30:00,V94E5Ben1TlhnDV,801.593,784.593,8104,1.41217e+09
2020-05-28 01:30:00,LlT2YUhhzqhg5Sw,0,0,0,2.82682e+08
2020-05-27 02:00:00,LlT2YUhhzqhg5Sw,0,0,0,2.82673e+08
2020-05-17 04:00:00,PeE6FRyGXUgsRhN,0,0,0,1.34836e+09
2020-05-24 18:45:00,V94E5Ben1TlhnDV,0,0,9263,1.41216e+09
2020-06-13 05:15:00,Qf4GUc1pJu5T6c6,0,0,4455,8.38629e+08
2020-06-06 13:15:00,oZZkBaNadn6DNKz,0,0,909,1.70822e+09
2020-05-21 00:30:00,81aHJ1q11NBPMrL,0,0,0,1.21531e+09
2020-05-31 10:30:00,LYwnQax7tkwH5Cb,890.633,871.267,1725.13,1.79504e+09
2020-06-03 01:30:00,LlT2YUhhzqhg5Sw,0,0,0,2.8272e+08
2020-05-26 13:00:00,xoJJ8DcxJEcupym,0,0,2906,2.09208e+08
2020-05-19 00:45:00,V94E5Ben1TlhnDV,0,0,0,1.41211e+09
2020-06-11 07:00:00,vOuJvMaM2sgwLmb,93.12,90.46,27.4,2.38906e+06
2020-05-21 18:45:00,xoJJ8DcxJEcupym,0,0,4501,2.09173e+08
2020-06-16 07:30:00,9kRcWv60rDACzjR,253.8,248.9,175.429,2.24791e+09
2020-06-13 22:15:00,LlT2YUhhzqhg5Sw,0,0,2911,2.82766e+08
2020-05-30 20:00:00,NgDl19wMapZy17u,0,0,7983,1.11638e+08
2020-06-10 03:00:00,xMbIugepa2P7lBB,0,0,7997,1.06856e+08
2020-05-24 07:15:00,4UPUqMRk7TRMgml,263.373,258.347,154.2,2.49312e+06
2020-05-17 10:30:00,NgDl19wMapZy17u,912.233,892.34,2196,1.11532e+08
2020-06-01 01:00:00,V94E5Ben1TlhnDV,0,0,0,1.41221e+09
2020-06-01 22:00:00,Mx2yZCDsyf6DPfv,0,0,4334,2.58992e+06
2020-06-03 11:00:00,mqwcsP2rE7J0TFp,459.667,449.767,1074.6,4.74981e+08
2020-05-23 07:15:00,Et9kgGMDl729KT4,248.96,244.147,137,1.73926e+06
2020-06-01 00:15:00,PeE6FRyGXUgsRhN,0,0,0,1.34846e+09
2020-06-14 00:15:00,Qf4GUc1pJu5T6c6,0,0,3544,8.38633e+08
2020-06-06 02:30:00,vOuJvMaM2sgwLmb,0,0,3421,2.35653e+06
2020-06-04 04:00:00,mqwcsP2rE7J0TFp,0,0,0,5.93729e+08
2020-06-06 02:45:00,oZ35aAeoifZaQzV,0,0,7708,1.66013e+09
2020-06-08 05:15:00,WcxssY2VbP4hApt,0,0,1950,1.81862e+08
2020-05-20 19:15:00,xoJJ8DcxJEcupym,0,0,2617,2.09169e+08
2020-05-26 14:00:00,oZ35aAeoifZaQzV,1180.81,1151.29,6917,1.66006e+09
2020-05-27 07:45:00,WcxssY2VbP4hApt,403.12,395.873,288.533,1.69674e+08
2020-06-08 20:45:00,vOuJvMaM2sgwLmb,0,0,8995,2.37568e+06
2020-06-11 11:45:00,Mx2yZCDsyf6DPfv,755.964,739.65,1864.57,2.65758e+06
2020-05-24 01:15:00,V94E5Ben1TlhnDV,0,0,0,1.41215e+09
2020-05-18 19:45:00,81aHJ1q11NBPMrL,0,0,3485,1.2153e+09
2020-05-22 21:00:00,oZ35aAeoifZaQzV,0,0,9866,1.66003e+09
2020-05-18 09:30:00,NgDl19wMapZy17u,823.9,806.307,812.867,1.11538e+08
2020-05-29 15:30:00,LlT2YUhhzqhg5Sw,803.54,786.513,6059.2,2.82697e+08
2020-05-30 09:30:00,V94E5Ben1TlhnDV,585.94,574.14,788.267,1.4122e+09
2020-05-25 15:00:00,4UPUqMRk7TRMgml,949.843,928.993,7865.71,2.50547e+06
2020-06-06 05:00:00,Qf4GUc1pJu5T6c6,0,0,7599,8.38582e+08
2020-05-29 00:00:00,vOuJvMaM2sgwLmb,0,0,0,2.31502e+06
2020-05-16 18:45:00,q49J1IKaHRwDQnt,0,0,3533,352552
2020-06-01 05:30:00,vOuJvMaM2sgwLmb,0,0,0,2.33321e+06
2020-05-29 18:45:00,mqwcsP2rE7J0TFp,0,0,8112,5.93698e+08
2020-06-13 07:30:00,rrq4fwE8jgrTyWY,335.62,329.793,177.667,1.21105e+08
2020-06-06 21:30:00,IQ2d7wF4YD8zU1Q,0,0,8293,2.01187e+07
2020-05-16 20:15:00,4UPUqMRk7TRMgml,0,0,5677,2.43889e+06
2020-05-25 11:45:00,LlT2YUhhzqhg5Sw,1239.17,1208.19,3875.4,2.82659e+08
2020-06-04 23:45:00,81aHJ1q11NBPMrL,0,0,4507.8,1.21541e+09
2020-06-07 05:45:00,LlT2YUhhzqhg5Sw,0,0,0,2.82735e+08
2020-05-22 04:00:00,LYwnQax7tkwH5Cb,0,0,0,1.79499e+09
2020-06-09 18:15:00,81aHJ1q11NBPMrL,48.1867,46.5933,4684.53,1.21544e+09
2020-05-19 02:00:00,Quc1TzYxW2pYoWX,0,0,2787,3.29526e+08
2020-06-03 14:30:00,rrq4fwE8jgrTyWY,609.853,597.56,2677.73,1.21071e+08
2020-06-14 21:45:00,NgDl19wMapZy17u,0,0,6277,1.1173e+08
2020-05-31 19:00:00,PeE6FRyGXUgsRhN,0,0,6313,1.34846e+09
2020-06-09 21:45:00,Quc1TzYxW2pYoWX,0,0,3796,3.29618e+08
2020-05-25 23:30:00,q49J1IKaHRwDQnt,0,0,6197,401827
2020-06-14 19:30:00,Qf4GUc1pJu5T6c6,0,0,2107,8.38635e+08
2020-05-24 12:30:00,Qf4GUc1pJu5T6c6,0,0,2354,8.38493e+08
2020-06-07 07:30:00,xoJJ8DcxJEcupym,210.787,206.647,127.733,2.09269e+08
2020-05-27 18:15:00,LYwnQax7tkwH5Cb,55.9067,54.1133,4283.8,1.79502e+09
2020-05-30 19:30:00,81aHJ1q11NBPMrL,0,0,7156,1.21538e+09
2020-05-23 19:45:00,V94E5Ben1TlhnDV,0,0,9483,1.41215e+09
2020-06-01 01:45:00,LlT2YUhhzqhg5Sw,0,0,0,2.82712e+08
2020-06-15 16:15:00,mqwcsP2rE7J0TFp,389.127,382.373,5853.07,5.93805e+08
2020-06-01 22:45:00,LlT2YUhhzqhg5Sw,0,0,4046,2.82716e+08
2020-06-09 19:15:00,Quc1TzYxW2pYoWX,0,0,3796,3.29618e+08
2020-05-17 02:30:00,4UPUqMRk7TRMgml,0,0,0,2.43889e+06
2020-05-24 02:15:00,LYwnQax7tkwH5Cb,0,0,0,1.795e+09
2020-06-11 15:45:00,81aHJ1q11NBPMrL,435.48,427.46,3540.6,1.21545e+09
2020-06-14 10:00:00,Quc1TzYxW2pYoWX,0,0,546,3.29634e+08
2020-06-03 20:45:00,xMbIugepa2P7lBB,0,0,5487.07,9.96876e+07
2020-06-16 04:45:00,Quc1TzYxW2pYoWX,0,0,0,3.29638e+08
2020-05-24 22:30:00,Et9kgGMDl729KT4,0,0,3416,1.74713e+06
2020-06-10 10:45:00,PeE6FRyGXUgsRhN,1078.37,1052.35,2226.13,1.34851e+09
2020-05-27 02:00:00,PeE6FRyGXUgsRhN,0,0,0,1.34843e+09
2020-06-03 02:30:00,oZZkBaNadn6DNKz,0,0,0,1.70821e+09
2020-05-18 11:15:00,xoJJ8DcxJEcupym,979.793,958.127,1385.93,2.09157e+08
2020-06-16 18:45:00,rrq4fwE8jgrTyWY,0,0,5161,1.21127e+08
2020-05-31 01:45:00,PeE6FRyGXUgsRhN,0,0,0,1.34845e+09
2020-05-15 01:15:00,IQ2d7wF4YD8zU1Q,0,0,0,1.99415e+07
2020-05-22 03:00:00,LYwnQax7tkwH5Cb,0,0,0,1.79499e+09
2020-06-02 20:30:00,xoJJ8DcxJEcupym,0,0,5480,2.0925e+08
2020-05-31 22:30:00,IQ2d7wF4YD8zU1Q,0,0,6664,2.0078e+07
2020-06-07 03:15:00,oZ35aAeoifZaQzV,0,0,8368,1.66013e+09
2020-05-15 16:00:00,Qf4GUc1pJu5T6c6,690.047,675.827,5811.53,8.38427e+08
2020-05-22 16:00:00,Quc1TzYxW2pYoWX,544.807,533.993,3104.87,3.29539e+08
2020-05-21 18:30:00,9kRcWv60rDACzjR,10.5357,10.1714,8812.43,2.24777e+09
2020-06-02 11:00:00,LYwnQax7tkwH5Cb,573.687,562.227,2177.8,1.79505e+09
2020-06-14 13:15:00,xoJJ8DcxJEcupym,1238.33,1207.73,4619.6,2.09317e+08
2020-05-28 00:00:00,4UPUqMRk7TRMgml,0,0,9501,2.52583e+06
2020-05-28 07:00:00,WcxssY2VbP4hApt,120.893,118.393,58.4,1.33319e+08
2020-05-20 04:45:00,LYwnQax7tkwH5Cb,0,0,0,1.79498e+09
2020-05-22 23:00:00,PeE6FRyGXUgsRhN,0,0,9420,1.3484e+09
2020-05-17 22:30:00,V94E5Ben1TlhnDV,0,0,5735,1.41211e+09
2020-05-20 09:15:00,LlT2YUhhzqhg5Sw,849.393,831.153,1247.13,2.82629e+08
2020-06-15 04:45:00,81aHJ1q11NBPMrL,0,0,0,1.21547e+09
2020-06-02 13:45:00,Quc1TzYxW2pYoWX,458.407,447.713,2860.8,3.29591e+08
2020-05-16 16:45:00,4UPUqMRk7TRMgml,105.814,102.957,5612.07,2.43882e+06
2020-05-15 06:00:00,xoJJ8DcxJEcupym,13.5867,13.1,1.2,2.09144e+08
2020-06-11 03:15:00,LYwnQax7tkwH5Cb,0,0,2407,1.79508e+09
2020-05-21 01:45:00,Qf4GUc1pJu5T6c6,0,0,0,8.38462e+08
2020-05-26 08:45:00,oZZkBaNadn6DNKz,783.567,767.033,942.533,1.70816e+09
2020-06-16 03:00:00,WcxssY2VbP4hApt,0,0,6367,1.81902e+08
2020-05-24 09:15:00,xoJJ8DcxJEcupym,881.32,862.273,1284.47,2.09188e+08
2020-06-06 04:45:00,rrq4fwE8jgrTyWY,0,0,2964,1.21082e+08
2020-06-01 16:15:00,vOuJvMaM2sgwLmb,137.28,133.907,4163.47,2.33737e+06
2020-06-12 10:45:00,mqwcsP2rE7J0TFp,346.687,340.04,1179.13,5.93783e+08
2020-05-29 23:00:00,IQ2d7wF4YD8zU1Q,0,0,8245,2.00631e+07
2020-06-05 07:00:00,mqwcsP2rE7J0TFp,171.187,167.393,75.4667,5.93735e+08
